1754444183.280794 server started (94692): version next-3.6, socket /tmp/tmux-1000/default, protocol 8
1754444183.280815 on Linux 6.1.0-37-amd64 #1 SMP PREEMPT_DYNAMIC Debian 6.1.140-1 (2025-05-22)
1754444183.280830 using libevent 2.1.12-stable poll
1754444183.280835 using ncurses 6.4 20221231
1754444183.321366 cmd_find_current_client: no target, return (nil)
1754444183.321368 cmd_find_best_session: 0 sessions to try
1754444183.321370 cmd_find_current_client: no target, return (nil)
1754444183.321373 cmd_find_best_session: 0 sessions to try
1754444183.321375 cmd_find_best_session: 0 sessions to try
1754444183.321378 key_bindings_add: 0x43 C = customize-mode -Z
1754444183.321380 cmd_find_best_session: 0 sessions to try
1754444183.321383 cmdq_next <global>: [bind-key/0x561adbec5160] (0), flags 0
1754444183.321385 cmd_find_best_session: 0 sessions to try
1754444183.321388 cmd_find_current_client: no target, return (nil)
1754444183.321390 cmd_find_best_session: 0 sessions to try
1754444183.321392 cmd_find_current_client: no target, return (nil)
1754444183.321395 cmd_find_best_session: 0 sessions to try
1754444183.321397 cmd_find_best_session: 0 sessions to try
1754444183.321400 key_bindings_add: 0x70 p = previous-window
1754444183.321402 cmd_find_best_session: 0 sessions to try
1754444183.321405 cmdq_next <global>: [bind-key/0x561adbec5da0] (0), flags 0
1754444183.321407 cmd_find_best_session: 0 sessions to try
1754444183.321410 cmd_find_current_client: no target, return (nil)
1754444183.321412 cmd_find_best_session: 0 sessions to try
1754444183.321414 cmd_find_current_client: no target, return (nil)
1754444183.321417 cmd_find_best_session: 0 sessions to try
1754444183.321419 cmd_find_best_session: 0 sessions to try
1754444183.321422 key_bindings_add: 0x71 q = display-panes
1754444183.321424 cmd_find_best_session: 0 sessions to try
1754444183.321427 cmdq_next <global>: [bind-key/0x561adbec6b70] (0), flags 0
1754444183.321429 cmd_find_best_session: 0 sessions to try
1754444183.321437 cmd_find_current_client: no target, return (nil)
1754444183.321439 cmd_find_best_session: 0 sessions to try
1754444183.321441 cmd_find_current_client: no target, return (nil)
1754444183.321444 cmd_find_best_session: 0 sessions to try
1754444183.321446 cmd_find_best_session: 0 sessions to try
1754444183.321449 key_bindings_add: 0x72 r = refresh-client
1754444183.321451 cmd_find_best_session: 0 sessions to try
1754444183.321454 cmdq_next <global>: [bind-key/0x561adbec7ad0] (0), flags 0
1754444183.321456 cmd_find_best_session: 0 sessions to try
1754444183.321459 cmd_find_current_client: no target, return (nil)
1754444183.321461 cmd_find_best_session: 0 sessions to try
1754444183.321463 cmd_find_current_client: no target, return (nil)
1754444183.321466 cmd_find_best_session: 0 sessions to try
1754444183.321468 cmd_find_best_session: 0 sessions to try
1754444183.321471 key_bindings_add: 0x73 s = choose-tree -Zs
1754444183.321474 cmd_find_best_session: 0 sessions to try
1754444183.321476 cmdq_next <global>: [bind-key/0x561adbec8910] (0), flags 0
1754444183.321479 cmd_find_best_session: 0 sessions to try
1754444183.321481 cmd_find_current_client: no target, return (nil)
1754444183.321484 cmd_find_best_session: 0 sessions to try
1754444183.321486 cmd_find_current_client: no target, return (nil)
1754444183.321488 cmd_find_best_session: 0 sessions to try
1754444183.321491 cmd_find_best_session: 0 sessions to try
1754444183.321494 key_bindings_add: 0x74 t = clock-mode
1754444183.321496 cmd_find_best_session: 0 sessions to try
1754444183.321499 cmdq_next <global>: [bind-key/0x561adbec9790] (0), flags 0
1754444183.321501 cmd_find_best_session: 0 sessions to try
1754444183.321503 cmd_find_current_client: no target, return (nil)
1754444183.321506 cmd_find_best_session: 0 sessions to try
1754444183.321508 cmd_find_current_client: no target, return (nil)
1754444183.321510 cmd_find_best_session: 0 sessions to try
1754444183.321512 cmd_find_best_session: 0 sessions to try
1754444183.321516 key_bindings_add: 0x77 w = choose-tree -Zw
1754444183.321518 cmd_find_best_session: 0 sessions to try
1754444183.321521 cmdq_next <global>: [bind-key/0x561adbecace0] (0), flags 0
1754444183.321523 cmd_find_best_session: 0 sessions to try
1754444183.321525 cmd_find_current_client: no target, return (nil)
1754444183.321528 cmd_find_best_session: 0 sessions to try
1754444183.321530 cmd_find_current_client: no target, return (nil)
1754444183.321532 cmd_find_best_session: 0 sessions to try
1754444183.321535 cmd_find_best_session: 0 sessions to try
1754444183.321539 key_bindings_add: 0x78 x = confirm-before -p "kill-pane #P? (y/n)" kill-pane
1754444183.321541 cmd_find_best_session: 0 sessions to try
1754444183.321544 cmdq_next <global>: [bind-key/0x561adbecbbf0] (0), flags 0
1754444183.321546 cmd_find_best_session: 0 sessions to try
1754444183.321549 cmd_find_current_client: no target, return (nil)
1754444183.321551 cmd_find_best_session: 0 sessions to try
1754444183.321553 cmd_find_current_client: no target, return (nil)
1754444183.321556 cmd_find_best_session: 0 sessions to try
1754444183.321558 cmd_find_best_session: 0 sessions to try
1754444183.321561 key_bindings_add: 0x7a z = resize-pane -Z
1754444183.321564 cmd_find_best_session: 0 sessions to try
1754444183.321566 cmdq_next <global>: [bind-key/0x561adbeccd10] (0), flags 0
1754444183.321568 cmd_find_best_session: 0 sessions to try
1754444183.321571 cmd_find_current_client: no target, return (nil)
1754444183.321573 cmd_find_best_session: 0 sessions to try
1754444183.321575 cmd_find_current_client: no target, return (nil)
1754444183.321578 cmd_find_best_session: 0 sessions to try
1754444183.321580 cmd_find_best_session: 0 sessions to try
1754444183.321583 key_bindings_add: 0x7b { = swap-pane -U
1754444183.321586 cmd_find_best_session: 0 sessions to try
1754444183.321588 cmdq_next <global>: [bind-key/0x561adbecddc0] (0), flags 0
1754444183.321591 cmd_find_best_session: 0 sessions to try
1754444183.321593 cmd_find_current_client: no target, return (nil)
1754444183.321598 cmd_find_best_session: 0 sessions to try
1754444183.321601 cmd_find_current_client: no target, return (nil)
1754444183.321603 cmd_find_best_session: 0 sessions to try
1754444183.321605 cmd_find_best_session: 0 sessions to try
1754444183.321608 key_bindings_add: 0x7d } = swap-pane -D
1754444183.321611 cmd_find_best_session: 0 sessions to try
1754444183.321613 cmdq_next <global>: [bind-key/0x561adbecead0] (0), flags 0
1754444183.321616 cmd_find_best_session: 0 sessions to try
1754444183.321618 cmd_find_current_client: no target, return (nil)
1754444183.321620 cmd_find_best_session: 0 sessions to try
1754444183.321623 cmd_find_current_client: no target, return (nil)
1754444183.321625 cmd_find_best_session: 0 sessions to try
1754444183.321627 cmd_find_best_session: 0 sessions to try
1754444183.321630 key_bindings_add: 0x7e ~ = show-messages
1754444183.321633 cmd_find_best_session: 0 sessions to try
1754444183.321635 cmdq_next <global>: [bind-key/0x561adbecfbd0] (0), flags 0
1754444183.321638 cmd_find_best_session: 0 sessions to try
1754444183.321640 cmd_find_current_client: no target, return (nil)
1754444183.321642 cmd_find_best_session: 0 sessions to try
1754444183.321645 cmd_find_current_client: no target, return (nil)
1754444183.321647 cmd_find_best_session: 0 sessions to try
1754444183.321649 cmd_find_best_session: 0 sessions to try
1754444183.321652 key_bindings_add: 0x10e26c PPage = copy-mode -u
1754444183.321659 cmd_find_best_session: 0 sessions to try
1754444183.321662 cmdq_next <global>: [bind-key/0x561adbed0d70] (0), flags 0
1754444183.321665 cmd_find_best_session: 0 sessions to try
1754444183.321667 cmd_find_current_client: no target, return (nil)
1754444183.321669 cmd_find_best_session: 0 sessions to try
1754444183.321672 cmd_find_current_client: no target, return (nil)
1754444183.321674 cmd_find_best_session: 0 sessions to try
1754444183.321677 cmd_find_best_session: 0 sessions to try
1754444183.321681 key_bindings_add: 0x10e26e Up = select-pane -U
1754444183.321684 cmd_find_best_session: 0 sessions to try
1754444183.321687 cmdq_next <global>: [bind-key/0x561adbed1ef0] (0), flags 0
1754444183.321689 cmd_find_best_session: 0 sessions to try
1754444183.321691 cmd_find_current_client: no target, return (nil)
1754444183.321694 cmd_find_best_session: 0 sessions to try
1754444183.321696 cmd_find_current_client: no target, return (nil)
1754444183.321698 cmd_find_best_session: 0 sessions to try
1754444183.321701 cmd_find_best_session: 0 sessions to try
1754444183.321704 key_bindings_add: 0x10e26f Down = select-pane -D
1754444183.321706 cmd_find_best_session: 0 sessions to try
1754444183.321709 cmdq_next <global>: [bind-key/0x561adbed2f80] (0), flags 0
1754444183.321711 cmd_find_best_session: 0 sessions to try
1754444183.321714 cmd_find_current_client: no target, return (nil)
1754444183.321716 cmd_find_best_session: 0 sessions to try
1754444183.321719 cmd_find_current_client: no target, return (nil)
1754444183.321721 cmd_find_best_session: 0 sessions to try
1754444183.321723 cmd_find_best_session: 0 sessions to try
1754444183.321726 key_bindings_add: 0x10e270 Left = select-pane -L
1754444183.321729 cmd_find_best_session: 0 sessions to try
1754444183.321732 cmdq_next <global>: [bind-key/0x561adbed3f00] (0), flags 0
1754444183.321734 cmd_find_best_session: 0 sessions to try
1754444183.321736 cmd_find_current_client: no target, return (nil)
1754444183.321739 cmd_find_best_session: 0 sessions to try
1754444183.321741 cmd_find_current_client: no target, return (nil)
1754444183.321743 cmd_find_best_session: 0 sessions to try
1754444183.321746 cmd_find_best_session: 0 sessions to try
1754444183.321749 key_bindings_add: 0x10e271 Right = select-pane -R
1754444183.321751 cmd_find_best_session: 0 sessions to try
1754444183.321754 cmdq_next <global>: [bind-key/0x561adbed1020] (0), flags 0
1754444183.321756 cmd_find_best_session: 0 sessions to try
1754444183.321759 cmd_find_current_client: no target, return (nil)
1754444183.321761 cmd_find_best_session: 0 sessions to try
1754444183.321763 cmd_find_current_client: no target, return (nil)
1754444183.321768 cmd_find_best_session: 0 sessions to try
1754444183.321771 cmd_find_best_session: 0 sessions to try
1754444183.321775 key_bindings_add: 0x100000000031 M-1 = select-layout even-horizontal
1754444183.321777 cmd_find_best_session: 0 sessions to try
1754444183.321780 cmdq_next <global>: [bind-key/0x561adbec9490] (0), flags 0
1754444183.321782 cmd_find_best_session: 0 sessions to try
1754444183.321785 cmd_find_current_client: no target, return (nil)
1754444183.321787 cmd_find_best_session: 0 sessions to try
1754444183.321789 cmd_find_current_client: no target, return (nil)
1754444183.321792 cmd_find_best_session: 0 sessions to try
1754444183.321794 cmd_find_best_session: 0 sessions to try
1754444183.321798 key_bindings_add: 0x100000000032 M-2 = select-layout even-vertical
1754444183.321800 cmd_find_best_session: 0 sessions to try
1754444183.321803 cmdq_next <global>: [bind-key/0x561adbec6160] (0), flags 0
1754444183.321805 cmd_find_best_session: 0 sessions to try
1754444183.321807 cmd_find_current_client: no target, return (nil)
1754444183.321810 cmd_find_best_session: 0 sessions to try
1754444183.321812 cmd_find_current_client: no target, return (nil)
1754444183.321814 cmd_find_best_session: 0 sessions to try
1754444183.321817 cmd_find_best_session: 0 sessions to try
1754444183.321820 key_bindings_add: 0x100000000033 M-3 = select-layout main-horizontal
1754444183.321823 cmd_find_best_session: 0 sessions to try
1754444183.321825 cmdq_next <global>: [bind-key/0x561adbec70f0] (0), flags 0
1754444183.321828 cmd_find_best_session: 0 sessions to try
1754444183.321830 cmd_find_current_client: no target, return (nil)
1754444183.321832 cmd_find_best_session: 0 sessions to try
1754444183.321834 cmd_find_current_client: no target, return (nil)
1754444183.321837 cmd_find_best_session: 0 sessions to try
1754444183.321839 cmd_find_best_session: 0 sessions to try
1754444183.321848 key_bindings_add: 0x100000000034 M-4 = select-layout main-vertical
1754444183.321851 cmd_find_best_session: 0 sessions to try
1754444183.321854 cmdq_next <global>: [bind-key/0x561adbec6020] (0), flags 0
1754444183.321857 cmd_find_best_session: 0 sessions to try
1754444183.321859 cmd_find_current_client: no target, return (nil)
1754444183.321861 cmd_find_best_session: 0 sessions to try
1754444183.321864 cmd_find_current_client: no target, return (nil)
1754444183.321866 cmd_find_best_session: 0 sessions to try
1754444183.321868 cmd_find_best_session: 0 sessions to try
1754444183.321872 key_bindings_add: 0x100000000035 M-5 = select-layout tiled
1754444183.321874 cmd_find_best_session: 0 sessions to try
1754444183.321877 cmdq_next <global>: [bind-key/0x561adbed1320] (0), flags 0
1754444183.321879 cmd_find_best_session: 0 sessions to try
1754444183.321882 cmd_find_current_client: no target, return (nil)
1754444183.321884 cmd_find_best_session: 0 sessions to try
1754444183.321886 cmd_find_current_client: no target, return (nil)
1754444183.321889 cmd_find_best_session: 0 sessions to try
1754444183.321891 cmd_find_best_session: 0 sessions to try
1754444183.321895 key_bindings_add: 0x100000000036 M-6 = select-layout main-horizontal-mirrored
1754444183.321897 cmd_find_best_session: 0 sessions to try
1754444183.321900 cmdq_next <global>: [bind-key/0x561adbeca8f0] (0), flags 0
1754444183.321902 cmd_find_best_session: 0 sessions to try
1754444183.321904 cmd_find_current_client: no target, return (nil)
1754444183.321907 cmd_find_best_session: 0 sessions to try
1754444183.321909 cmd_find_current_client: no target, return (nil)
1754444183.321911 cmd_find_best_session: 0 sessions to try
1754444183.321913 cmd_find_best_session: 0 sessions to try
1754444183.321917 key_bindings_add: 0x100000000037 M-7 = select-layout main-vertical-mirrored
1754444183.321919 cmd_find_best_session: 0 sessions to try
1754444183.321922 cmdq_next <global>: [bind-key/0x561adbec9f90] (0), flags 0
1754444183.321924 cmd_find_best_session: 0 sessions to try
1754444183.321927 cmd_find_current_client: no target, return (nil)
1754444183.321929 cmd_find_best_session: 0 sessions to try
1754444183.321935 cmd_find_current_client: no target, return (nil)
1754444183.321937 cmd_find_best_session: 0 sessions to try
1754444183.321939 cmd_find_best_session: 0 sessions to try
1754444183.321942 key_bindings_add: 0x10000000006e M-n = next-window -a
1754444183.321945 cmd_find_best_session: 0 sessions to try
1754444183.321948 cmdq_next <global>: [bind-key/0x561adbecc490] (0), flags 0
1754444183.321950 cmd_find_best_session: 0 sessions to try
1754444183.321953 cmd_find_current_client: no target, return (nil)
1754444183.321955 cmd_find_best_session: 0 sessions to try
1754444183.321957 cmd_find_current_client: no target, return (nil)
1754444183.321959 cmd_find_best_session: 0 sessions to try
1754444183.321962 cmd_find_best_session: 0 sessions to try
1754444183.321965 key_bindings_add: 0x10000000006f M-o = rotate-window -D
1754444183.321967 cmd_find_best_session: 0 sessions to try
1754444183.321970 cmdq_next <global>: [bind-key/0x561adbed03b0] (0), flags 0
1754444183.321972 cmd_find_best_session: 0 sessions to try
1754444183.321975 cmd_find_current_client: no target, return (nil)
1754444183.321977 cmd_find_best_session: 0 sessions to try
1754444183.321979 cmd_find_current_client: no target, return (nil)
1754444183.321982 cmd_find_best_session: 0 sessions to try
1754444183.321984 cmd_find_best_session: 0 sessions to try
1754444183.321987 key_bindings_add: 0x100000000070 M-p = previous-window -a
1754444183.321990 cmd_find_best_session: 0 sessions to try
1754444183.321992 cmdq_next <global>: [bind-key/0x561adbecc150] (0), flags 0
1754444183.321995 cmd_find_best_session: 0 sessions to try
1754444183.321997 cmd_find_current_client: no target, return (nil)
1754444183.321999 cmd_find_best_session: 0 sessions to try
1754444183.322002 cmd_find_current_client: no target, return (nil)
1754444183.322004 cmd_find_best_session: 0 sessions to try
1754444183.322006 cmd_find_best_session: 0 sessions to try
1754444183.322010 key_bindings_add: 0x40000010e26e S-Up = refresh-client -U 10
1754444183.322013 cmd_find_best_session: 0 sessions to try
1754444183.322015 cmdq_next <global>: [bind-key/0x561adbec5590] (0), flags 0
1754444183.322018 cmd_find_best_session: 0 sessions to try
1754444183.322020 cmd_find_current_client: no target, return (nil)
1754444183.322022 cmd_find_best_session: 0 sessions to try
1754444183.322025 cmd_find_current_client: no target, return (nil)
1754444183.322027 cmd_find_best_session: 0 sessions to try
1754444183.322029 cmd_find_best_session: 0 sessions to try
1754444183.322033 key_bindings_add: 0x40000010e26f S-Down = refresh-client -D 10
1754444183.322035 cmd_find_best_session: 0 sessions to try
1754444183.322038 cmdq_next <global>: [bind-key/0x561adbed3660] (0), flags 0
1754444183.322040 cmd_find_best_session: 0 sessions to try
1754444183.322043 cmd_find_current_client: no target, return (nil)
1754444183.322045 cmd_find_best_session: 0 sessions to try
1754444183.322047 cmd_find_current_client: no target, return (nil)
1754444183.322049 cmd_find_best_session: 0 sessions to try
1754444183.322052 cmd_find_best_session: 0 sessions to try
1754444183.322055 key_bindings_add: 0x40000010e270 S-Left = refresh-client -L 10
1754444183.322058 cmd_find_best_session: 0 sessions to try
1754444183.322060 cmdq_next <global>: [bind-key/0x561adbed4330] (0), flags 0
1754444183.322063 cmd_find_best_session: 0 sessions to try
1754444183.322065 cmd_find_current_client: no target, return (nil)
1754444183.322067 cmd_find_best_session: 0 sessions to try
1754444183.322070 cmd_find_current_client: no target, return (nil)
1754444183.322072 cmd_find_best_session: 0 sessions to try
1754444183.322074 cmd_find_best_session: 0 sessions to try
1754444183.322078 key_bindings_add: 0x40000010e271 S-Right = refresh-client -R 10
1754444183.322080 cmd_find_best_session: 0 sessions to try
1754444183.322083 cmdq_next <global>: [bind-key/0x561adbed44b0] (0), flags 0
1754444183.322085 cmd_find_best_session: 0 sessions to try
1754444183.322087 cmd_find_current_client: no target, return (nil)
1754444183.322090 cmd_find_best_session: 0 sessions to try
1754444183.322095 cmd_find_current_client: no target, return (nil)
1754444183.322098 cmd_find_best_session: 0 sessions to try
1754444183.322100 cmd_find_best_session: 0 sessions to try
1754444183.322103 key_bindings_add: 0x10e268 DC = refresh-client -c
1754444183.322105 cmd_find_best_session: 0 sessions to try
1754444183.322108 cmdq_next <global>: [bind-key/0x561adbed58b0] (0), flags 0
1754444183.322110 cmd_find_best_session: 0 sessions to try
1754444183.322113 cmd_find_current_client: no target, return (nil)
1754444183.322115 cmd_find_best_session: 0 sessions to try
1754444183.322117 cmd_find_current_client: no target, return (nil)
1754444183.322119 cmd_find_best_session: 0 sessions to try
1754444183.322122 cmd_find_best_session: 0 sessions to try
1754444183.322125 key_bindings_add: 0x10000010e26e M-Up = resize-pane -U 5
1754444183.322128 cmd_find_best_session: 0 sessions to try
1754444183.322130 cmdq_next <global>: [bind-key/0x561adbed5f00] (0), flags 0
1754444183.322133 cmd_find_best_session: 0 sessions to try
1754444183.322135 cmd_find_current_client: no target, return (nil)
1754444183.322137 cmd_find_best_session: 0 sessions to try
1754444183.322140 cmd_find_current_client: no target, return (nil)
1754444183.322142 cmd_find_best_session: 0 sessions to try
1754444183.322144 cmd_find_best_session: 0 sessions to try
1754444183.322148 key_bindings_add: 0x10000010e26f M-Down = resize-pane -D 5
1754444183.322150 cmd_find_best_session: 0 sessions to try
1754444183.322153 cmdq_next <global>: [bind-key/0x561adbed6070] (0), flags 0
1754444183.322155 cmd_find_best_session: 0 sessions to try
1754444183.322157 cmd_find_current_client: no target, return (nil)
1754444183.322160 cmd_find_best_session: 0 sessions to try
1754444183.322162 cmd_find_current_client: no target, return (nil)
1754444183.322164 cmd_find_best_session: 0 sessions to try
1754444183.322167 cmd_find_best_session: 0 sessions to try
1754444183.322170 key_bindings_add: 0x10000010e270 M-Left = resize-pane -L 5
1754444183.322173 cmd_find_best_session: 0 sessions to try
1754444183.322175 cmdq_next <global>: [bind-key/0x561adbed6440] (0), flags 0
1754444183.322177 cmd_find_best_session: 0 sessions to try
1754444183.322180 cmd_find_current_client: no target, return (nil)
1754444183.322182 cmd_find_best_session: 0 sessions to try
1754444183.322184 cmd_find_current_client: no target, return (nil)
1754444183.322187 cmd_find_best_session: 0 sessions to try
1754444183.322189 cmd_find_best_session: 0 sessions to try
1754444183.322192 key_bindings_add: 0x10000010e271 M-Right = resize-pane -R 5
1754444183.322195 cmd_find_best_session: 0 sessions to try
1754444183.322197 cmdq_next <global>: [bind-key/0x561adbed6950] (0), flags 0
1754444183.322200 cmd_find_best_session: 0 sessions to try
1754444183.322202 cmd_find_current_client: no target, return (nil)
1754444183.322204 cmd_find_best_session: 0 sessions to try
1754444183.322207 cmd_find_current_client: no target, return (nil)
1754444183.322209 cmd_find_best_session: 0 sessions to try
1754444183.322211 cmd_find_best_session: 0 sessions to try
1754444183.322215 key_bindings_add: 0x20000010e26e C-Up = resize-pane -U
1754444183.322217 cmd_find_best_session: 0 sessions to try
1754444183.322220 cmdq_next <global>: [bind-key/0x561adbed6e20] (0), flags 0
1754444183.322222 cmd_find_best_session: 0 sessions to try
1754444183.322224 cmd_find_current_client: no target, return (nil)
1754444183.322227 cmd_find_best_session: 0 sessions to try
1754444183.322229 cmd_find_current_client: no target, return (nil)
1754444183.322231 cmd_find_best_session: 0 sessions to try
1754444183.322234 cmd_find_best_session: 0 sessions to try
1754444183.322237 key_bindings_add: 0x20000010e26f C-Down = resize-pane -D
1754444183.322239 cmd_find_best_session: 0 sessions to try
1754444183.322242 cmdq_next <global>: [bind-key/0x561adbed7580] (0), flags 0
1754444183.322244 cmd_find_best_session: 0 sessions to try
1754444183.322247 cmd_find_current_client: no target, return (nil)
1754444183.322249 cmd_find_best_session: 0 sessions to try
1754444183.322251 cmd_find_current_client: no target, return (nil)
1754444183.322256 cmd_find_best_session: 0 sessions to try
1754444183.322259 cmd_find_best_session: 0 sessions to try
1754444183.322262 key_bindings_add: 0x20000010e270 C-Left = resize-pane -L
1754444183.322264 cmd_find_best_session: 0 sessions to try
1754444183.322267 cmdq_next <global>: [bind-key/0x561adbed7850] (0), flags 0
1754444183.322269 cmd_find_best_session: 0 sessions to try
1754444183.322271 cmd_find_current_client: no target, return (nil)
1754444183.322274 cmd_find_best_session: 0 sessions to try
1754444183.322276 cmd_find_current_client: no target, return (nil)
1754444183.322278 cmd_find_best_session: 0 sessions to try
1754444183.322281 cmd_find_best_session: 0 sessions to try
1754444183.322284 key_bindings_add: 0x20000010e271 C-Right = resize-pane -R
1754444183.322286 cmd_find_best_session: 0 sessions to try
1754444183.322289 cmdq_next <global>: [bind-key/0x561adbedc2f0] (0), flags 0
1754444183.322291 cmd_find_best_session: 0 sessions to try
1754444183.322294 cmd_find_current_client: no target, return (nil)
1754444183.322296 cmd_find_best_session: 0 sessions to try
1754444183.322298 cmd_find_current_client: no target, return (nil)
1754444183.322301 cmd_find_best_session: 0 sessions to try
1754444183.322303 cmd_find_best_session: 0 sessions to try
1754444183.322334 key_bindings_add: 0x3c < = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1754444183.322337 cmd_find_best_session: 0 sessions to try
1754444183.322340 cmdq_next <global>: [bind-key/0x561adbeb6340] (0), flags 0
1754444183.322342 cmd_find_best_session: 0 sessions to try
1754444183.322344 cmd_find_current_client: no target, return (nil)
1754444183.322347 cmd_find_best_session: 0 sessions to try
1754444183.322349 cmd_find_current_client: no target, return (nil)
1754444183.322351 cmd_find_best_session: 0 sessions to try
1754444183.322353 cmd_find_best_session: 0 sessions to try
1754444183.322423 key_bindings_add: 0x3e > = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1754444183.322426 cmd_find_best_session: 0 sessions to try
1754444183.322429 cmdq_next <global>: [bind-key/0x561adbebeb60] (0), flags 0
1754444183.322431 cmd_find_best_session: 0 sessions to try
1754444183.322433 cmd_find_current_client: no target, return (nil)
1754444183.322439 cmd_find_best_session: 0 sessions to try
1754444183.322441 cmd_find_current_client: no target, return (nil)
1754444183.322444 cmd_find_best_session: 0 sessions to try
1754444183.322446 cmd_find_best_session: 0 sessions to try
1754444183.322450 key_bindings_add: 0x10e011 MouseDown1Pane = select-pane -t = ; send-keys -M
1754444183.322453 cmd_find_best_session: 0 sessions to try
1754444183.322455 cmdq_next <global>: [bind-key/0x561adbee5920] (0), flags 0
1754444183.322458 cmd_find_best_session: 0 sessions to try
1754444183.322460 cmd_find_current_client: no target, return (nil)
1754444183.322462 cmd_find_best_session: 0 sessions to try
1754444183.322464 cmd_find_current_client: no target, return (nil)
1754444183.322467 cmd_find_best_session: 0 sessions to try
1754444183.322469 cmd_find_best_session: 0 sessions to try
1754444183.322475 key_bindings_add: 0x10e0b3 MouseDrag1Pane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1754444183.322478 cmd_find_best_session: 0 sessions to try
1754444183.322480 cmdq_next <global>: [bind-key/0x561adbee61a0] (0), flags 0
1754444183.322483 cmd_find_best_session: 0 sessions to try
1754444183.322485 cmd_find_current_client: no target, return (nil)
1754444183.322487 cmd_find_best_session: 0 sessions to try
1754444183.322490 cmd_find_current_client: no target, return (nil)
1754444183.322492 cmd_find_best_session: 0 sessions to try
1754444183.322494 cmd_find_best_session: 0 sessions to try
1754444183.322501 key_bindings_add: 0x10e155 WheelUpPane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1754444183.322504 cmd_find_best_session: 0 sessions to try
1754444183.322506 cmdq_next <global>: [bind-key/0x561adbee8200] (0), flags 0
1754444183.322509 cmd_find_best_session: 0 sessions to try
1754444183.322511 cmd_find_current_client: no target, return (nil)
1754444183.322513 cmd_find_best_session: 0 sessions to try
1754444183.322516 cmd_find_current_client: no target, return (nil)
1754444183.322518 cmd_find_best_session: 0 sessions to try
1754444183.322520 cmd_find_best_session: 0 sessions to try
1754444183.322526 key_bindings_add: 0x10e01a MouseDown2Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p }
1754444183.322529 cmd_find_best_session: 0 sessions to try
1754444183.322531 cmdq_next <global>: [bind-key/0x561adbeeb6d0] (0), flags 0
1754444183.322533 cmd_find_best_session: 0 sessions to try
1754444183.322536 cmd_find_current_client: no target, return (nil)
1754444183.322538 cmd_find_best_session: 0 sessions to try
1754444183.322540 cmd_find_current_client: no target, return (nil)
1754444183.322543 cmd_find_best_session: 0 sessions to try
1754444183.322545 cmd_find_best_session: 0 sessions to try
1754444183.322555 key_bindings_add: 0x10e1b8 DoubleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1754444183.322558 cmd_find_best_session: 0 sessions to try
